application_id,total_assets,total_liabilities,net_worth,assets_breakdown,liabilities_breakdown,liquid_assets,fixed_assets
APP-2024-0055,244232.5,88617.5,155615.0,"{'Cash and Bank Accounts': 38575.0, 'Investment Accounts': 57870.0, 'Personal Items': 116580.0, 'Other Assets': 31207.5}","{'Credit Card Debt': 54537.5, 'Personal Loan': 34080.0}",96445.0,147787.5
APP-2024-0056,457076.5,197774.0,259302.5,"{'Cash and Bank Accounts': 17659.0, 'Investment Accounts': 25078.5, 'Property/Real Estate': 390659.5, 'Personal Items': 15946.0, 'Other Assets': 7733.5}","{'Credit Card Debt': 10190.5, 'Mortgage': 182441.0, 'Other Debts': 5142.5}",42737.5,414339.0
APP-2024-0057,477655.0,194975.0,282680.0,"{'Cash and Bank Accounts': 119955.0, 'Investment Accounts': 216857.5, 'Vehicle': 65570.0, 'Personal Items': 75272.5}","{'Credit Card Debt': 30547.5, 'Car Loan': 164427.5}",336812.5,140842.5
APP-2024-0058,47431.5,0.0,47431.5,"{'Cash and Bank Accounts': 16423.0, 'Investment Accounts': 24964.5, 'Personal Items': 6044.0}",{},41387.5,6044.0
APP-2024-0059,536245.0,164205.0,372040.0,"{'Cash and Bank Accounts': 49122.5, 'Investment Accounts': 104897.5, 'Property/Real Estate': 270180.0, 'Personal Items': 112045.0}","{'Credit Card Debt': 32332.5, 'Mortgage': 131872.5}",154020.0,382225.0
APP-2024-0060,43935.0,0.0,43935.0,"{'Cash and Bank Accounts': 2789.5, 'Investment Accounts': 35167.5, 'Personal Items': 5978.0}",{},37957.0,5978.0
APP-2024-0061,1422665.0,332605.0,1090060.0,"{'Cash and Bank Accounts': 92170.0, 'Investment Accounts': 184145.0, 'Property/Real Estate': 1081262.5, 'Personal Items': 65087.5}","{'Mortgage': 303230.0, 'Other Debts': 29375.0}",276315.0,1146350.0
APP-2024-0062,491797.0,395429.0,96368.0,"{'Cash and Bank Accounts': 2841.0, 'Investment Accounts': 32927.0, 'Property/Real Estate': 446362.5, 'Personal Items': 9666.5}","{'Mortgage': 393696.5, 'Other Debts': 1732.5}",35768.0,456029.0
APP-2024-0063,274559.0,64657.0,209902.0,"{'Cash and Bank Accounts': 33154.0, 'Investment Accounts': 99128.0, 'Vehicle': 126503.0, 'Personal Items': 15774.0}","{'Credit Card Debt': 10907.0, 'Car Loan': 47543.0, 'Other Debts': 6207.0}",132282.0,142277.0
APP-2024-0064,1734085.0,1433930.0,300155.0,"{'Cash and Bank Accounts': 112952.5, 'Investment Accounts': 116890.0, 'Property/Real Estate': 1464762.5, 'Personal Items': 39480.0}","{'Credit Card Debt': 8107.5, 'Mortgage': 1425822.5}",229842.5,1504242.5
APP-2024-0065,60057.5,26262.5,33795.0,"{'Cash and Bank Accounts': 7569.5, 'Investment Accounts': 26083.0, 'Vehicle': 17664.0, 'Personal Items': 8741.0}",{'Car Loan': 26262.5},33652.5,26405.0
APP-2024-0066,208989.0,526284.0,-317295.0,"{'Cash and Bank Accounts': 32737.0, 'Investment Accounts': 31079.0, 'Property/Real Estate': 122107.0, 'Personal Items': 23066.0}","{'Credit Card Debt': 21062.0, 'Personal Loan': 7181.0, 'Mortgage': 483446.0, 'Other Debts': 14595.0}",63816.0,145173.0
APP-2024-0067,1897912.5,1186585.0,711327.5,"{'Cash and Bank Accounts': 112832.5, 'Investment Accounts': 189125.0, 'Property/Real Estate': 1334397.5, 'Vehicle': 205097.5, 'Personal Items': 56460.0}","{'Car Loan': 84115.0, 'Mortgage': 1102470.0}",301957.5,1595955.0
APP-2024-0068,70071.5,372073.0,-302001.5,"{'Cash and Bank Accounts': 3724.0, 'Investment Accounts': 18574.5, 'Property/Real Estate': 1678.0, 'Vehicle': 23449.5, 'Personal Items': 22645.5}","{'Car Loan': 23462.0, 'Mortgage': 348611.0}",22298.5,47773.0
APP-2024-0069,533633.5,163904.0,369729.5,"{'Cash and Bank Accounts': 15963.0, 'Investment Accounts': 3216.0, 'Property/Real Estate': 493602.5, 'Personal Items': 20852.0}","{'Mortgage': 156988.5, 'Other Debts': 6915.5}",19179.0,514454.5
APP-2024-0070,41335.5,11475.0,29860.5,"{'Cash and Bank Accounts': 12196.0, 'Investment Accounts': 15256.5, 'Personal Items': 13883.0}","{'Credit Card Debt': 3648.0, 'Personal Loan': 7399.0, 'Other Debts': 428.0}",27452.5,13883.0
APP-2024-0071,429549.0,231062.0,198487.0,"{'Cash and Bank Accounts': 45517.0, 'Investment Accounts': 14164.0, 'Property/Real Estate': 322906.0, 'Vehicle': 34867.0, 'Personal Items': 12095.0}","{'Car Loan': 58106.0, 'Mortgage': 172956.0}",59681.0,369868.0
APP-2024-0072,163704.0,420360.5,-256656.5,"{'Cash and Bank Accounts': 19238.5, 'Investment Accounts': 34263.5, 'Property/Real Estate': 18182.5, 'Vehicle': 67808.0, 'Personal Items': 24211.5}","{'Credit Card Debt': 4531.0, 'Car Loan': 39514.5, 'Mortgage': 376315.0}",53502.0,110202.0
APP-2024-0073,523170.5,289607.0,233563.5,"{'Cash and Bank Accounts': 5836.0, 'Investment Accounts': 14136.5, 'Property/Real Estate': 479422.5, 'Vehicle': 14619.0, 'Personal Items': 9156.5}","{'Car Loan': 15176.0, 'Mortgage': 274431.0}",19972.5,503198.0
APP-2024-0074,1157770.0,2036915.0,-879145.0,"{'Cash and Bank Accounts': 69772.5, 'Investment Accounts': 194147.5, 'Property/Real Estate': 768902.5, 'Personal Items': 124947.5}","{'Credit Card Debt': 44885.0, 'Mortgage': 1992030.0}",263920.0,893850.0
APP-2024-0075,351805.0,79515.0,272290.0,"{'Cash and Bank Accounts': 67290.0, 'Investment Accounts': 141912.5, 'Vehicle': 95032.5, 'Personal Items': 29917.5, 'Other Assets': 17652.5}","{'Personal Loan': 20765.0, 'Car Loan': 58750.0}",209202.5,142602.5
APP-2024-0076,145509.0,39070.0,106439.0,"{'Cash and Bank Accounts': 15341.0, 'Investment Accounts': 8920.0, 'Vehicle': 87236.0, 'Personal Items': 34012.0}",{'Car Loan': 39070.0},24261.0,121248.0
APP-2024-0077,193596.0,35865.0,157731.0,"{'Cash and Bank Accounts': 46066.0, 'Investment Accounts': 17557.0, 'Vehicle': 105071.0, 'Personal Items': 24902.0}","{'Credit Card Debt': 13868.0, 'Car Loan': 19149.0, 'Other Debts': 2848.0}",63623.0,129973.0
APP-2024-0078,154698.0,69641.0,85057.0,"{'Cash and Bank Accounts': 10781.0, 'Investment Accounts': 15957.0, 'Vehicle': 106371.0, 'Personal Items': 21589.0}","{'Credit Card Debt': 14210.0, 'Car Loan': 55431.0}",26738.0,127960.0
APP-2024-0079,437463.5,399135.5,38328.0,"{'Cash and Bank Accounts': 20830.0, 'Investment Accounts': 39997.5, 'Property/Real Estate': 360082.0, 'Personal Items': 16554.0}","{'Credit Card Debt': 3490.0, 'Personal Loan': 22308.0, 'Mortgage': 373337.5}",60827.5,376636.0
APP-2024-0080,560232.5,337632.0,222600.5,"{'Cash and Bank Accounts': 20140.0, 'Investment Accounts': 36690.5, 'Property/Real Estate': 468163.5, 'Vehicle': 12864.5, 'Personal Items': 22374.0}","{'Credit Card Debt': 11793.0, 'Car Loan': 37695.5, 'Mortgage': 288143.5}",56830.5,503402.0
APP-2024-0081,67455.0,39316.0,28139.0,"{'Cash and Bank Accounts': 9354.0, 'Investment Accounts': 19759.0, 'Personal Items': 23026.0, 'Other Assets': 15316.0}",{'Personal Loan': 39316.0},29113.0,38342.0
APP-2024-0082,442997.0,365842.5,77154.5,"{'Cash and Bank Accounts': 20958.5, 'Investment Accounts': 9235.5, 'Property/Real Estate': 397907.0, 'Personal Items': 14896.0}",{'Mortgage': 365842.5},30194.0,412803.0
APP-2024-0083,326127.5,192855.0,133272.5,"{'Cash and Bank Accounts': 36410.0, 'Investment Accounts': 228052.5, 'Personal Items': 61665.0}",{'Personal Loan': 192855.0},264462.5,61665.0
APP-2024-0084,85470.5,31981.5,53489.0,"{'Cash and Bank Accounts': 15131.5, 'Investment Accounts': 45511.5, 'Personal Items': 19769.0, 'Other Assets': 5058.5}",{'Personal Loan': 31981.5},60643.0,24827.5
APP-2024-0085,3048437.5,649347.5,2399090.0,"{'Cash and Bank Accounts': 76527.5, 'Investment Accounts': 117217.5, 'Property/Real Estate': 2401232.5, 'Vehicle': 299482.5, 'Personal Items': 117572.5, 'Other Assets': 36405.0}","{'Car Loan': 65602.5, 'Mortgage': 583745.0}",193745.0,2854692.5
APP-2024-0086,550057.5,87188.5,462869.0,"{'Cash and Bank Accounts': 9632.0, 'Investment Accounts': 7531.5, 'Property/Real Estate': 451014.0, 'Vehicle': 69044.0, 'Personal Items': 12836.0}","{'Personal Loan': 47965.0, 'Car Loan': 2083.0, 'Mortgage': 33919.0, 'Other Debts': 3221.5}",17163.5,532894.0
APP-2024-0087,242075.0,32683.0,209392.0,"{'Cash and Bank Accounts': 47620.0, 'Investment Accounts': 48080.0, 'Vehicle': 111034.0, 'Personal Items': 35341.0}",{'Car Loan': 32683.0},95700.0,146375.0
APP-2024-0088,1126497.0,618274.0,508223.0,"{'Cash and Bank Accounts': 13250.0, 'Investment Accounts': 19823.0, 'Property/Real Estate': 946548.0, 'Vehicle': 102099.0, 'Personal Items': 44777.0}","{'Credit Card Debt': 14333.0, 'Personal Loan': 21192.0, 'Car Loan': 42314.0, 'Mortgage': 540435.0}",33073.0,1093424.0
APP-2024-0089,1171613.0,375256.0,796357.0,"{'Cash and Bank Accounts': 34325.0, 'Investment Accounts': 91227.0, 'Property/Real Estate': 954374.0, 'Vehicle': 67844.0, 'Personal Items': 23843.0}","{'Car Loan': 30994.0, 'Mortgage': 344262.0}",125552.0,1046061.0
APP-2024-0090,1921247.5,465042.5,1456205.0,"{'Cash and Bank Accounts': 39790.0, 'Investment Accounts': 180175.0, 'Property/Real Estate': 1559137.5, 'Personal Items': 117470.0, 'Other Assets': 24675.0}","{'Credit Card Debt': 2680.0, 'Personal Loan': 36932.5, 'Mortgage': 395835.0, 'Other Debts': 29595.0}",219965.0,1701282.5
APP-2024-0091,322012.5,171052.5,150960.0,"{'Cash and Bank Accounts': 59657.5, 'Investment Accounts': 120690.0, 'Personal Items': 121402.5, 'Other Assets': 20262.5}","{'Credit Card Debt': 52735.0, 'Personal Loan': 118317.5}",180347.5,141665.0
APP-2024-0092,66417.5,38156.5,28261.0,"{'Cash and Bank Accounts': 6610.0, 'Investment Accounts': 47175.5, 'Personal Items': 12632.0}",{'Personal Loan': 38156.5},53785.5,12632.0
APP-2024-0093,111515.5,38839.5,72676.0,"{'Cash and Bank Accounts': 15170.5, 'Investment Accounts': 32811.5, 'Vehicle': 52476.0, 'Personal Items': 6253.5, 'Other Assets': 4804.0}","{'Car Loan': 37790.5, 'Other Debts': 1049.0}",47982.0,63533.5
APP-2024-0094,144223.0,42961.0,101262.0,"{'Cash and Bank Accounts': 36832.0, 'Investment Accounts': 8853.0, 'Vehicle': 55917.0, 'Personal Items': 42621.0}",{'Car Loan': 42961.0},45685.0,98538.0
APP-2024-0095,1780295.0,1752405.0,27890.0,"{'Cash and Bank Accounts': 75935.0, 'Investment Accounts': 170057.5, 'Property/Real Estate': 1086905.0, 'Vehicle': 310617.5, 'Personal Items': 122190.0, 'Other Assets': 14590.0}","{'Credit Card Debt': 16497.5, 'Personal Loan': 131345.0, 'Car Loan': 180340.0, 'Mortgage': 1424222.5}",245992.5,1534302.5
APP-2024-0096,87001.5,22194.0,64807.5,"{'Cash and Bank Accounts': 21344.0, 'Investment Accounts': 2212.5, 'Vehicle': 42665.5, 'Personal Items': 20779.5}","{'Credit Card Debt': 6820.0, 'Car Loan': 14890.5, 'Other Debts': 483.5}",23556.5,63445.0
APP-2024-0097,111747.0,34173.0,77574.0,"{'Cash and Bank Accounts': 20412.0, 'Investment Accounts': 24305.0, 'Personal Items': 47068.0, 'Other Assets': 19962.0}","{'Credit Card Debt': 23863.0, 'Other Debts': 10310.0}",44717.0,67030.0
APP-2024-0098,39311.5,71355.5,-32044.0,"{'Cash and Bank Accounts': 6754.0, 'Investment Accounts': 10849.0, 'Property/Real Estate': 9926.5, 'Personal Items': 11782.0}","{'Personal Loan': 37292.0, 'Mortgage': 29438.0, 'Other Debts': 4625.5}",17603.0,21708.5
APP-2024-0099,192360.0,182602.0,9758.0,"{'Cash and Bank Accounts': 15995.5, 'Investment Accounts': 46459.5, 'Property/Real Estate': 68546.0, 'Vehicle': 53212.5, 'Personal Items': 8146.5}","{'Credit Card Debt': 7603.5, 'Car Loan': 13107.0, 'Mortgage': 161891.5}",62455.0,129905.0
APP-2024-0100,547250.0,15967.5,531282.5,"{'Cash and Bank Accounts': 116970.0, 'Investment Accounts': 72265.0, 'Vehicle': 324660.0, 'Personal Items': 33355.0}","{'Credit Card Debt': 1520.0, 'Car Loan': 14447.5}",189235.0,358015.0
